PG,SG,SF,PF,C,G,F,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PG,Shabazz Napier (6135209),Shabazz Napier,6135209,3100,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,SG,Joe Ingles (6135254),Joe Ingles,6135254,3100,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Jonathon Simmons (6135288),Jonathon Simmons,6135288,3100,NO@SA 08:30PM ET,SA,
,,,,,,,,,SG,Joe Young (6135223),Joe Young,6135223,3100,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,C,Salah Mejri (6135468),Salah Mejri,6135468,3100,Mia@Dal 08:30PM ET,Dal,
,,,,,,,,,PF,Richaun Holmes (6135368),Richaun Holmes,6135368,3100,Atl@Phi 07:00PM ET,Phi,
,,,,,,,,,SF,Kyle Anderson (6135289),Kyle Anderson,6135289,3100,NO@SA 08:30PM ET,SA,
,,,,,,,,,C,Joffrey Lauvergne (6135449),Joffrey Lauvergne,6135449,3100,Den@Uta 09:00PM ET,Den,
,,,,,,,,,SG,Mario Hezonja (6135282),Mario Hezonja,6135282,3100,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,PF,Trey Lyles (6135388),Trey Lyles,6135388,3100,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,PF,Kevin Garnett (6135370),Kevin Garnett,6135370,3000,Min@LAC 10:30PM ET,Min,
,,,,,,,,,C,Elton Brand (6135429),Elton Brand,6135429,3000,Atl@Phi 07:00PM ET,Phi,
,,,,,,,,,PG,Andre Miller (6135168),Andre Miller,6135168,3000,Min@LAC 10:30PM ET,Min,
,,,,,,,,,SG,Mike Miller (6135250),Mike Miller,6135250,3000,Den@Uta 09:00PM ET,Den,
,,,,,,,,,SF,Richard Jefferson (6135329),Richard Jefferson,6135329,3000,Cle@Cha 07:00PM ET,Cle,
,,,,,,,,,PF,Matt Bonner (6135346),Matt Bonner,6135346,3000,NO@SA 08:30PM ET,SA,
,,,,,,,,,PG,Steve Blake (6135174),Steve Blake,6135174,3000,Det@Bos 07:30PM ET,Det,
,,,,,,,,,SG,James Jones (6135265),James Jones,6135265,3000,Cle@Cha 07:00PM ET,Cle,
,,,,,,,,,SG,Alan Anderson (6135257),Alan Anderson,6135257,3000,GS@Was 08:00PM ET,Was,
,,,,,,,,,C,Chris Andersen (6135464),Chris Andersen,6135464,3000,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,SF,Caron Butler (6135297),Caron Butler,6135297,3000,Chi@Sac 10:00PM ET,Sac,
,,,,,,,,,SG,Rasual Butler (6135214),Rasual Butler,6135214,3000,NO@SA 08:30PM ET,SA,
,,,,,,,,,SF,Mike Dunleavy (6135298),Mike Dunleavy,6135298,3000,Chi@Sac 10:00PM ET,Chi,
,,,,,,,,,SF,Steve Novak (6135339),Steve Novak,6135339,3000,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,PG,C.J. Watson (6135206),C.J. Watson,6135206,3000,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,C,Kendrick Perkins (6135414),Kendrick Perkins,6135414,3000,NO@SA 08:30PM ET,NO,
,,,,,,,,,PF,Udonis Haslem (6135403),Udonis Haslem,6135403,3000,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,C,Anderson Varejao (6135458),Anderson Varejao,6135458,3000,Cle@Cha 07:00PM ET,Cle,
,,,,,,,,,PF,Carl Landry (6135366),Carl Landry,6135366,3000,Atl@Phi 07:00PM ET,Phi,
,,,,,,,,,C,Sasha Kaun (6135459),Sasha Kaun,6135459,3000,Cle@Cha 07:00PM ET,Cle,
,,,,,,,,,SG,Anthony Morrow (6135277),Anthony Morrow,6135277,3000,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,PF,Joel Anthony (6135378),Joel Anthony,6135378,3000,Det@Bos 07:30PM ET,Det,
,,,,,,,,,PF,Jason Thompson (6135392),Jason Thompson,6135392,3000,GS@Was 08:00PM ET,GS,
,,,,,,,,,PF,Jeff Ayres (6135371),Jeff Ayres,6135371,3000,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,PG,D.J. Augustin (6135207),D.J. Augustin,6135207,3000,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,SF,Chase Budinger (6135292),Chase Budinger,6135292,3000,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,SF,Quincy Pondexter (6135285),Quincy Pondexter,6135285,3000,NO@SA 08:30PM ET,NO,
,,,,,,,,,SG,Jodie Meeks (6135243),Jodie Meeks,6135243,3000,Det@Bos 07:30PM ET,Det,
,,,,,,,,,SF,Jeremy Evans (6135335),Jeremy Evans,6135335,3000,Mia@Dal 08:30PM ET,Dal,
,,,,,,,,,SG,Justin Holiday (6135232),Justin Holiday,6135232,3000,Atl@Phi 07:00PM ET,Atl,
,,,,,,,,,SG,James Anderson (6135228),James Anderson,6135228,3000,Chi@Sac 10:00PM ET,Sac,
,,,,,,,,,PF,J.J. Hickson (6135385),J.J. Hickson,6135385,3000,Den@Uta 09:00PM ET,Den,
,,,,,,,,,C,DeJuan Blair (6135455),DeJuan Blair,6135455,3000,GS@Was 08:00PM ET,Was,
,,,,,,,,,C,Jeff Withey (6135446),Jeff Withey,6135446,3000,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Luke Babbitt (6135286),Luke Babbitt,6135286,3000,NO@SA 08:30PM ET,NO,
,,,,,,,,,C,Tyler Zeller (6135442),Tyler Zeller,6135442,3000,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,PF,Andrew Nicholson (6135411),Andrew Nicholson,6135411,3000,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,PG,Seth Curry (6135160),Seth Curry,6135160,3000,Chi@Sac 10:00PM ET,Sac,
,,,,,,,,,PF,Willie Reed (6135354),Willie Reed,6135354,3000,Ind@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PG,Shelvin Mack (6135163),Shelvin Mack,6135163,3000,Atl@Phi 07:00PM ET,Atl,
,,,,,,,,,SG,Ian Clark (6135262),Ian Clark,6135262,3000,GS@Was 08:00PM ET,GS,
,,,,,,,,,SG,Lamar Patterson (6135233),Lamar Patterson,6135233,3000,Atl@Phi 07:00PM ET,Atl,
,,,,,,,,,C,Shayne Whittington (6135422),Shayne Whittington,6135422,3000,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,SG,C.J. Wilcox (6135240),C.J. Wilcox,6135240,3000,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,SG,John Jenkins (6135274),John Jenkins,6135274,3000,Mia@Dal 08:30PM ET,Dal,
,,,,,,,,,PG,Erick Green (6135183),Erick Green,6135183,3000,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,SG,Sean Kilpatrick (6135251),Sean Kilpatrick,6135251,3000,Den@Uta 09:00PM ET,Den,
,,,,,,,,,PF,Thomas Robinson (6135355),Thomas Robinson,6135355,3000,Ind@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SG,Jared Cunningham (6135268),Jared Cunningham,6135268,3000,Cle@Cha 07:00PM ET,Cle,
,,,,,,,,,C,Tibor Pleiss (6135447),Tibor Pleiss,6135447,3000,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,PF,Cameron Bairstow (6135361),Cameron Bairstow,6135361,3000,Chi@Sac 10:00PM ET,Chi,
,,,,,,,,,SF,Duje Dukan (6135302),Duje Dukan,6135302,3000,Chi@Sac 10:00PM ET,Sac,
,,,,,,,,,SG,Jarell Eddie (6135263),Jarell Eddie,6135263,3000,GS@Was 08:00PM ET,Was,
,,,,,,,,,SF,Josh Huestis (6135342),Josh Huestis,6135342,3000,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,PG,Kendall Marshall (6135166),Kendall Marshall,6135166,3000,Atl@Phi 07:00PM ET,Phi,
,,,,,,,,,SF,Reggie Bullock (6135317),Reggie Bullock,6135317,3000,Det@Bos 07:30PM ET,Det,
,,,,,,,,,SG,Markel Brown (6135222),Markel Brown,6135222,3000,Ind@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PF,Eric Moreland (6135362),Eric Moreland,6135362,3000,Chi@Sac 10:00PM ET,Sac,
,,,,,,,,,SF,Devyn Marble (6135344),Devyn Marble,6135344,3000,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,PF,Adreian Payne (6135375),Adreian Payne,6135375,3000,Min@LAC 10:30PM ET,Min,
,,,,,,,,,PG,Keith Appling (6135210),Keith Appling,6135210,3000,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,PG,Ray McCallum (6135150),Ray McCallum,6135150,3000,NO@SA 08:30PM ET,SA,
,,,,,,,,,SG,Darrun Hilliard (6135246),Darrun Hilliard,6135246,3000,Det@Bos 07:30PM ET,Det,
,,,,,,,,,PG,Spencer Dinwiddie (6135178),Spencer Dinwiddie,6135178,3000,Det@Bos 07:30PM ET,Det,
,,,,,,,,,SG,Josh Richardson (6135276),Josh Richardson,6135276,3000,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,C,Dewayne Dedmon (6135472),Dewayne Dedmon,6135472,3000,Orl@OKC 08:00PM ET,Orl,
,,,,,,,,,SF,Branden Dawson (6135313),Branden Dawson,6135313,3000,Min@LAC 10:30PM ET,LAC,
,,,,,,,,,PF,James Michael McAdoo (6135394),James Michael McAdoo,6135394,3000,GS@Was 08:00PM ET,GS,
,,,,,,,,,PF,Rakeem Christmas (6135356),Rakeem Christmas,6135356,3000,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,SF,Jakarr Sampson (6135307),Jakarr Sampson,6135307,3000,Atl@Phi 07:00PM ET,Phi,
,,,,,,,,,PF,Jarnell Stokes (6135407),Jarnell Stokes,6135407,3000,Mia@Dal 08:30PM ET,Mia,
,,,,,,,,,SF,Sergey Karasev (6135295),Sergey Karasev,6135295,3000,Ind@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SG,R.J. Hunter (6135248),R.J. Hunter,6135248,3000,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,SF,Justin Anderson (6135337),Justin Anderson,6135337,3000,Mia@Dal 08:30PM ET,Dal,
,,,,,,,,,SF,Glenn Robinson III (6135296),Glenn Robinson III,6135296,3000,Ind@Bkn 07:30PM ET,Ind,
,,,,,,,,,PF,Mitch McGary (6135412),Mitch McGary,6135412,3000,Orl@OKC 08:00PM ET,OKC,
,,,,,,,,,PF,Jordan Mickey (6135382),Jordan Mickey,6135382,3000,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,PG,Terry Rozier (6135180),Terry Rozier,6135180,3000,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,SG,James Young (6135249),James Young,6135249,3000,Det@Bos 07:30PM ET,Bos,
,,,,,,,,,PG,Aaron Harrison (6135200),Aaron Harrison,6135200,3000,Cle@Cha 07:00PM ET,Cha,
,,,,,,,,,C,Joel Embiid (6135433),Joel Embiid,6135433,3000,Atl@Phi 07:00PM ET,Phi,
,,,,,,,,,PG,Danté Exum (6135186),Danté Exum,6135186,3000,Den@Uta 09:00PM ET,Uta,
,,,,,,,,,C,Walter Tavares (6135434),Walter Tavares,6135434,3000,Atl@Phi 07:00PM ET,Atl,
,,,,,,,,,SF,Damjan Rudez (6135315),Damjan Rudez,6135315,3000,Min@LAC 10:30PM ET,Min,
,,,,,,,,,C,Cristiano Felicio (6135428),Cristiano Felicio,6135428,3000,Chi@Sac 10:00PM ET,Chi,
,,,,,,,,,PG,Tyus Jones (6135173),Tyus Jones,6135173,3000,Min@LAC 10:30PM ET,Min,
,,,,,,,,,SF,Kelly Oubre Jr. (6135328),Kelly Oubre Jr.,6135328,3000,GS@Was 08:00PM ET,Was,
,,,,,,,,,PF,Kevon Looney (6135395),Kevon Looney,6135395,3000,GS@Was 08:00PM ET,GS,
,,,,,,,,,PF,Chris McCullough (6135357),Chris McCullough,6135357,3000,Ind@Bkn 07:30PM ET,Bkn,
