C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,G,Pekka Rinne (6214365),Pekka Rinne,6214365,7500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,G,Steve Mason (6214341),Steve Mason,6214341,7500,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,G,Andrew Hammond (6214350),Andrew Hammond,6214350,7500,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,G,Jake Allen (6214379),Jake Allen,6214379,7400,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,G,Jimmy Howard (6214347),Jimmy Howard,6214347,7300,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,G,Michal Neuvirth (6214342),Michal Neuvirth,6214342,7300,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,G,Carter Hutton (6214368),Carter Hutton,6214368,7300,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,C,Patrice Bergeron (6213678),Patrice Bergeron,6213678,7200,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,G,Jhonas Enroth (6214367),Jhonas Enroth,6214367,7200,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,G,Cam Talbot (6214386),Cam Talbot,6214386,7200,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,G,Keith Kinkaid (6214362),Keith Kinkaid,6214362,7200,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,G,Kari Lehtonen (6214371),Kari Lehtonen,6214371,7100,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,RW,Vladimir Tarasenko (6213993),Vladimir Tarasenko,6213993,7100,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,C,Claude Giroux (6213607),Claude Giroux,6213607,7000,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,G,Antti Niemi (6214373),Antti Niemi,6214373,7000,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,G,Philipp Grubauer (6214361),Philipp Grubauer,6214361,7000,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,C,Connor McDavid (6213715),Connor McDavid,6213715,7000,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,RW,Blake Wheeler (6213955),Blake Wheeler,6213955,6900,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,C,Nicklas Backstrom (6213655),Nicklas Backstrom,6213655,6900,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,D,Roman Josi (6214225),Roman Josi,6214225,6900,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,G,Jonathan Bernier (6214340),Jonathan Bernier,6214340,6800,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,RW,Wayne Simmonds (6213942),Wayne Simmonds,6213942,6800,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,G,Jonas Gustavsson (6214374),Jonas Gustavsson,6214374,6800,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,G,Calvin Pickard (6214387),Calvin Pickard,6214387,6800,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,LW,Brad Marchand (6213836),Brad Marchand,6213836,6700,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,G,James Reimer (6214343),James Reimer,6214343,6700,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,LW,Patrick Sharp (6213834),Patrick Sharp,6213834,6600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Matt Duchene (6213708),Matt Duchene,6213708,6600,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,LW,Taylor Hall (6213855),Taylor Hall,6213855,6600,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,G,Louis Domingue (6214381),Louis Domingue,6214381,6600,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,RW,Jakub Voracek (6213940),Jakub Voracek,6213940,6500,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,D,Kevin Shattenkirk (6214250),Kevin Shattenkirk,6214250,6500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,G,Reto Berra (6214390),Reto Berra,6214390,6500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,C,Nathan MacKinnon (6213713),Nathan MacKinnon,6213713,6500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,G,Peter Budaj (6214364),Peter Budaj,6214364,6400,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,D,Dustin Byfuglien (6214188),Dustin Byfuglien,6214188,6400,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,C,Anze Kopitar (6213669),Anze Kopitar,6213669,6400,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,G,Ondrej Pavelec (6214354),Ondrej Pavelec,6214354,6400,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,D,Oliver Ekman-Larsson (6214254),Oliver Ekman-Larsson,6214254,6400,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,G,Anders Lindback (6214380),Anders Lindback,6214380,6400,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Evgeny Kuznetsov (6213661),Evgeny Kuznetsov,6213661,6400,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,G,Anders Nilsson (6214388),Anders Nilsson,6214388,6400,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,G,Mike Smith (6214377),Mike Smith,6214377,6300,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,G,Michael Hutchinson (6214356),Michael Hutchinson,6214356,6300,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,D,John Klingberg (6214239),John Klingberg,6214239,6300,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Pavel Datsyuk (6213624),Pavel Datsyuk,6213624,6200,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,LW,Alexander Steen (6213842),Alexander Steen,6213842,6200,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,D,Drew Doughty (6214220),Drew Doughty,6214220,6200,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,G,Chris Driedger (6214349),Chris Driedger,6214349,6200,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,G,Niklas Treutle (6214384),Niklas Treutle,6214384,6200,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Aleksander Barkov (6213649),Aleksander Barkov,6213649,6100,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,G,Antoine Bibeau (6214345),Antoine Bibeau,6214345,6100,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,G,Jason LaBarbera (6214339),Jason LaBarbera,6214339,6000,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,D,Shea Weber (6214218),Shea Weber,6214218,6000,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,G,Yann Danis (6214357),Yann Danis,6214357,6000,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,G,Justin Peters (6214359),Justin Peters,6214359,6000,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,C,David Krejci (6213680),David Krejci,6213680,6000,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,LW,James van Riemsdyk (6213795),James van Riemsdyk,6213795,6000,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,G,Mike McKenna (6214355),Mike McKenna,6214355,6000,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,RW,Tyler Toffoli (6213976),Tyler Toffoli,6213976,6000,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,G,John Muse (6214375),John Muse,6214375,6000,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,G,Jordan Binnington (6214382),Jordan Binnington,6214382,6000,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,G,Laurent Brossoit (6214389),Laurent Brossoit,6214389,6000,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,G,Malcolm Subban (6214376),Malcolm Subban,6214376,6000,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,G,Anthony Stolarz (6214344),Anthony Stolarz,6214344,6000,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,G,Jared Coreau (6214351),Jared Coreau,6214351,6000,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,G,Juuse Saros (6214369),Juuse Saros,6214369,6000,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,G,Patrik Bartosak (6214370),Patrik Bartosak,6214370,6000,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,G,Pheonix Copley (6214383),Pheonix Copley,6214383,6000,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,G,Roman Will (6214391),Roman Will,6214391,6000,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,G,MacKenzie Blackwood (6214363),MacKenzie Blackwood,6214363,6000,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,C,Jason Spezza (6213677),Jason Spezza,6213677,5900,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Jeff Carter (6213668),Jeff Carter,6213668,5900,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,RW,James Neal (6213974),James Neal,6213974,5900,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Jordan Eberle (6213998),Jordan Eberle,6213998,5900,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,D,John Carlson (6214206),John Carlson,6214206,5900,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,LW,Gabriel Landeskog (6213856),Gabriel Landeskog,6213856,5900,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,D,Shayne Gostisbehere (6214164),Shayne Gostisbehere,6214164,5900,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,D,Francois Beauchemin (6214264),Francois Beauchemin,6214264,5800,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,RW,T.J. Oshie (6213966),T.J. Oshie,6213966,5700,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,D,Erik Johnson (6214265),Erik Johnson,6214265,5700,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,D,Alex Pietrangelo (6214251),Alex Pietrangelo,6214251,5700,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,LW,Mike Hoffman (6213803),Mike Hoffman,6213803,5700,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,C,Ryan Johansen (6213673),Ryan Johansen,6213673,5700,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Tyson Barrie (6214273),Tyson Barrie,6214273,5700,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,LW,Filip Forsberg (6213831),Filip Forsberg,6213831,5700,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,C,Dylan Larkin (6213635),Dylan Larkin,6213635,5700,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,C,Henrik Zetterberg (6213625),Henrik Zetterberg,6213625,5600,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,D,Torey Krug (6214245),Torey Krug,6214245,5600,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,RW,Mark Stone (6213948),Mark Stone,6213948,5500,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,RW,Jaromir Jagr (6213953),Jaromir Jagr,6213953,5400,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,RW,Loui Eriksson (6213981),Loui Eriksson,6213981,5400,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,D,Zdeno Chara (6214231),Zdeno Chara,6214231,5300,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,RW,Justin Williams (6213963),Justin Williams,6213963,5300,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,RW,Bobby Ryan (6213947),Bobby Ryan,6213947,5300,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,C,Nazem Kadri (6213613),Nazem Kadri,6213613,5300,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,LW,Jaden Schwartz (6213845),Jaden Schwartz,6213845,5300,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,LW,Jonathan Huberdeau (6213812),Jonathan Huberdeau,6213812,5300,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,C,Mark Scheifele (6213646),Mark Scheifele,6213646,5200,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,LW,Michael Cammalleri (6213814),Michael Cammalleri,6213814,5100,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,C,Bryan Little (6213639),Bryan Little,6213639,5100,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,RW,Kyle Palmieri (6213968),Kyle Palmieri,6213968,5100,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,D,Jake Muzzin (6214224),Jake Muzzin,6214224,5100,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Jussi Jokinen (6213637),Jussi Jokinen,6213637,5000,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,D,Matt Niskanen (6214202),Matt Niskanen,6214202,5000,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,LW,Andrew Ladd (6213809),Andrew Ladd,6213809,4900,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,LW,Benoit Pouliot (6213851),Benoit Pouliot,6213851,4900,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,C,Vincent Trocheck (6213647),Vincent Trocheck,6213647,4900,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,LW,Max Domi (6213847),Max Domi,6213847,4900,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Leon Draisaitl (6213714),Leon Draisaitl,6213714,4900,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,RW,Marian Gaborik (6213973),Marian Gaborik,6213973,4800,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Carl Soderberg (6213705),Carl Soderberg,6213705,4800,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,C,Paul Stastny (6213698),Paul Stastny,6213698,4800,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,C,Kyle Turris (6213627),Kyle Turris,6213627,4800,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,LW,Justin Abdelkader (6213801),Justin Abdelkader,6213801,4800,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,C,Brayden Schenn (6213612),Brayden Schenn,6213612,4800,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,LW,Tomas Tatar (6213802),Tomas Tatar,6213802,4800,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,C,Ryan Spooner (6213685),Ryan Spooner,6213685,4800,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,C,Ryan Nugent-Hopkins (6213711),Ryan Nugent-Hopkins,6213711,4800,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,D,Colton Parayko (6214261),Colton Parayko,6214261,4800,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,LW,Andre Burakovsky (6213821),Andre Burakovsky,6213821,4800,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,D,Aaron Ekblad (6214200),Aaron Ekblad,6214200,4800,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,D,Mike Green (6214171),Mike Green,6214171,4700,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,RW,Lee Stempniak (6213965),Lee Stempniak,6213965,4700,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,C,David Backes (6213696),David Backes,6213696,4700,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,D,Alex Goligoski (6214235),Alex Goligoski,6214235,4600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,LW,Milan Lucic (6213825),Milan Lucic,6213825,4600,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,C,Nick Bjugstad (6213642),Nick Bjugstad,6213642,4600,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,C,Adam Henrique (6213662),Adam Henrique,6213662,4600,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,RW,Gustav Nyquist (6213949),Gustav Nyquist,6213949,4600,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,RW,Reilly Smith (6213960),Reilly Smith,6213960,4600,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,RW,Nikolaj Ehlers (6213962),Nikolaj Ehlers,6213962,4600,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,RW,Shane Doan (6213987),Shane Doan,6213987,4500,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,RW,Jarome Iginla (6213995),Jarome Iginla,6213995,4500,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,D,Dion Phaneuf (6214169),Dion Phaneuf,6214169,4500,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,RW,Drew Stafford (6213956),Drew Stafford,6213956,4500,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,D,Alec Martinez (6214219),Alec Martinez,6214219,4500,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,LW,Mikkel Boedker (6213843),Mikkel Boedker,6213843,4500,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Tyler Myers (6214191),Tyler Myers,6214191,4500,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,C,Mika Zibanejad (6213630),Mika Zibanejad,6213630,4500,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,D,Michael Stone (6214252),Michael Stone,6214252,4400,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,C,Tyler Bozak (6213611),Tyler Bozak,6213611,4400,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,RW,Tobias Rieder (6213994),Tobias Rieder,6213994,4400,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Morgan Rielly (6214163),Morgan Rielly,6214163,4400,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,D,Jacob Trouba (6214199),Jacob Trouba,6214199,4400,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,C,Martin Hanzal (6213695),Martin Hanzal,6213695,4300,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Andrej Sekera (6214266),Andrej Sekera,6214266,4300,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,C,Marcus Johansson (6213659),Marcus Johansson,6213659,4300,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,D,Brooks Orpik (6214201),Brooks Orpik,6214201,4200,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,RW,Pierre-Alexandre Parenteau (6213938),Pierre-Alexandre Parenteau,6213938,4200,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,LW,Dustin Brown (6213824),Dustin Brown,6213824,4200,LA@Nsh 08:00PM ET,LA,
,,,,,,,,,,D,Mark Streit (6214152),Mark Streit,6214152,4200,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,C,Mathieu Perreault (6213640),Mathieu Perreault,6213640,4200,Wpg@Fla 07:00PM ET,Wpg,
,,,,,,,,,,LW,Matt Beleskey (6213837),Matt Beleskey,6213837,4200,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,D,Michael Del Zotto (6214157),Michael Del Zotto,6214157,4200,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,C,Brandon Pirri (6213645),Brandon Pirri,6213645,4200,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,C,Leo Komarov (6213621),Leo Komarov,6213621,4200,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,LW,Jason Chimera (6213813),Jason Chimera,6213813,4100,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,LW,Blake Comeau (6213852),Blake Comeau,6213852,4100,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,RW,Craig Smith (6213977),Craig Smith,6213977,4100,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Cody Ceci (6214183),Cody Ceci,6214183,4100,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,LW,Anthony Duclair (6213848),Anthony Duclair,6213848,4100,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,RW,David Pastrnak (6213986),David Pastrnak,6213986,4100,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,RW,Patrick Eaves (6213980),Patrick Eaves,6213980,4000,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Ryan Ellis (6214223),Ryan Ellis,6214223,4000,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Mattias Ekholm (6214230),Mattias Ekholm,6214230,4000,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Oscar Klefbom (6214275),Oscar Klefbom,6214275,4000,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,C,Antoine Vermette (6213691),Antoine Vermette,6213691,3900,StL@Ari 09:00PM ET,Ari,
,,,,,,,,,,D,Karl Alzner (6214204),Karl Alzner,6214204,3900,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,D,Jason Demers (6214236),Jason Demers,6214236,3900,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Sean Couturier (6213619),Sean Couturier,6213619,3900,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,D,Brian Campbell (6214185),Brian Campbell,6214185,3800,Wpg@Fla 07:00PM ET,Fla,
,,,,,,,,,,RW,Johan Franzen (6213946),Johan Franzen,6213946,3800,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,RW,Teddy Purcell (6213997),Teddy Purcell,6213997,3800,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,D,David Schlemko (6214205),David Schlemko,6214205,3800,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,D,Nick Holden (6214268),Nick Holden,6214268,3800,Col@Edm 10:00PM ET,Col,
,,,,,,,,,,RW,Jimmy Hayes (6213982),Jimmy Hayes,6213982,3800,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,C,Jean-Gabriel Pageau (6213631),Jean-Gabriel Pageau,6213631,3800,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,C,Joseph Blandisi (6213663),Joseph Blandisi,6213663,3800,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,C,Mike Ribeiro (6213665),Mike Ribeiro,6213665,3700,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,C,Brad Richards (6213623),Brad Richards,6213623,3700,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,RW,Ales Hemsky (6213979),Ales Hemsky,6213979,3700,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Travis Zajac (6213654),Travis Zajac,6213654,3700,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,LW,Clarke MacArthur (6213799),Clarke MacArthur,6213799,3700,Det@Ott 07:00PM ET,Ott,
,,,,,,,,,,D,Jake Gardiner (6214156),Jake Gardiner,6214156,3700,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,RW,Nail Yakupov (6214003),Nail Yakupov,6214003,3700,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,D,Danny DeKeyser (6214184),Danny DeKeyser,6214184,3700,Det@Ott 07:00PM ET,Det,
,,,,,,,,,,D,Jay Bouwmeester (6214246),Jay Bouwmeester,6214246,3600,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,D,Dennis Seidenberg (6214232),Dennis Seidenberg,6214232,3600,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,C,Jori Lehtera (6213700),Jori Lehtera,6213700,3600,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,C,Cody Eakin (6213682),Cody Eakin,6213682,3600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,D,Justin Schultz (6214277),Justin Schultz,6214277,3600,Col@Edm 10:00PM ET,Edm,
,,,,,,,,,,C,Mattias Janmark (6213688),Mattias Janmark,6213688,3600,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Patrik Elias (6213651),Patrik Elias,6213651,3500,NJ@Was 07:00PM ET,NJ,
,,,,,,,,,,C,Mike Fisher (6213666),Mike Fisher,6213666,3500,LA@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Joffrey Lupul (6213791),Joffrey Lupul,6213791,3500,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,C,Patrik Berglund (6213697),Patrik Berglund,6213697,3500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,D,Johnny Oduya (6214234),Johnny Oduya,6214234,3500,Bos@Dal 08:00PM ET,Dal,
,,,,,,,,,,C,Peter Holland (6213614),Peter Holland,6213614,3500,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,RW,Matt Read (6213943),Matt Read,6213943,3500,Phi@Tor 07:00PM ET,Phi,
,,,,,,,,,,C,Robby Fabbri (6213703),Robby Fabbri,6213703,3500,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,LW,Milan Michalek (6213792),Milan Michalek,6213792,3400,Phi@Tor 07:00PM ET,Tor,
,,,,,,,,,,RW,Troy Brouwer (6213989),Troy Brouwer,6213989,3400,StL@Ari 09:00PM ET,StL,
,,,,,,,,,,RW,Brett Connolly (6213983),Brett Connolly,6213983,3400,Bos@Dal 08:00PM ET,Bos,
,,,,,,,,,,D,Dmitry Orlov (6214211),Dmitry Orlov,6214211,3400,NJ@Was 07:00PM ET,Was,
,,,,,,,,,,D,Nate Schmidt (6214214),Nate Schmidt,6214214,3400,NJ@Was 07:00PM ET,Was,
