"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Shaun Livingston",3500,"GS@Phi 05:00PM ET",14.221,"GS"
"SG","Bryce Dejean-Jones",3500,"Bkn@NO 07:00PM ET",8.750,"NO"
"PG","Shane Larkin",3500,"Bkn@NO 07:00PM ET",17.244,"Bkn"
"PF","Kris Humphries",3400,"Was@Hou 08:00PM ET",14.102,"Was"
"SF","James Johnson",3400,"Det@Tor 06:30PM ET",10.974,"Tor"
"C","Omer Asik",3400,"Bkn@NO 07:00PM ET",12.013,"NO"
"C","Timofey Mozgov",3400,"SA@Cle 08:30PM ET",14.143,"Cle"
"SF","Kelly Oubre Jr.",3400,"Was@Hou 08:00PM ET",8.966,"Was"
"C","Aron Baynes",3300,"Det@Tor 06:30PM ET",13.418,"Det"
"SG","Wayne Ellington",3300,"Bkn@NO 07:00PM ET",12.147,"Bkn"
"C","Marreese Speights",3300,"GS@Phi 05:00PM ET",11.459,"GS"
"C","Kosta Koufos",3300,"Sac@Mem 08:00PM ET",17.200,"Sac"
"C","Alexis Ajinca",3300,"Bkn@NO 07:00PM ET",11.864,"NO"
"PG","T.J. McConnell",3300,"GS@Phi 05:00PM ET",20.160,"Phi"
"PG","Jason Terry",3200,"Was@Hou 08:00PM ET",11.500,"Hou"
"PG","Mo Williams",3200,"SA@Cle 08:30PM ET",18.069,"Cle"
"PG","Randy Foye",3200,"Den@Ind 07:00PM ET",12.787,"Den"
"SG","Brandon Rush",3200,"GS@Phi 05:00PM ET",11.696,"GS"
"C","Joffrey Lauvergne",3200,"Den@Ind 07:00PM ET",17.769,"Den"
"PF","Drew Gooden",3100,"Was@Hou 08:00PM ET",10.983,"Was"
"PG","Leandro Barbosa",3100,"GS@Phi 05:00PM ET",12.182,"GS"
"PF","Anthony Tolliver",3100,"Det@Tor 06:30PM ET",12.745,"Det"
"SF","Dante Cunningham",3100,"Bkn@NO 07:00PM ET",10.895,"NO"
"C","Andrea Bargnani",3100,"Bkn@NO 07:00PM ET",10.213,"Bkn"
"PF","Quincy Acy",3100,"Sac@Mem 08:00PM ET",9.198,"Sac"
"SF","Jonathon Simmons",3100,"SA@Cle 08:30PM ET",10.445,"SA"
"SG","Joe Young",3100,"Den@Ind 07:00PM ET",8.107,"Ind"
"PF","Richaun Holmes",3100,"GS@Phi 05:00PM ET",12.164,"Phi"
"SF","Kyle Anderson",3100,"SA@Cle 08:30PM ET",9.529,"SA"
"SG","Vince Carter",3000,"Sac@Mem 08:00PM ET",8.000,"Mem"
"C","Elton Brand",3000,"GS@Phi 05:00PM ET",0,"Phi"
"SG","Mike Miller",3000,"Den@Ind 07:00PM ET",5.043,"Den"
"SF","Richard Jefferson",3000,"SA@Cle 08:30PM ET",10.512,"Cle"
"PF","Matt Bonner",3000,"SA@Cle 08:30PM ET",4.486,"SA"
"PG","Steve Blake",3000,"Det@Tor 06:30PM ET",11.716,"Det"
"SG","James Jones",3000,"SA@Cle 08:30PM ET",6.264,"Cle"
"SG","Alan Anderson",3000,"Was@Hou 08:00PM ET",0,"Was"
"SF","Caron Butler",3000,"Sac@Mem 08:00PM ET",5.175,"Sac"
"SG","Rasual Butler",3000,"SA@Cle 08:30PM ET",6.892,"SA"
"C","Ryan Hollins",3000,"Sac@Mem 08:00PM ET",7.135,"Mem"
"C","Kendrick Perkins",3000,"Bkn@NO 07:00PM ET",5.825,"NO"
"C","Anderson Varejao",3000,"SA@Cle 08:30PM ET",7.306,"Cle"
"PF","Carl Landry",3000,"GS@Phi 05:00PM ET",13.091,"Phi"
"C","Sasha Kaun",3000,"SA@Cle 08:30PM ET",3.167,"Cle"
"PF","Joel Anthony",3000,"Det@Tor 06:30PM ET",3.135,"Det"
"PF","Jason Thompson",3000,"GS@Phi 05:00PM ET",7.011,"GS"
"PF","Brandan Wright",3000,"Sac@Mem 08:00PM ET",14.571,"Mem"
"SF","Chase Budinger",3000,"Den@Ind 07:00PM ET",10.594,"Ind"
"SF","Quincy Pondexter",3000,"Bkn@NO 07:00PM ET",0,"NO"
"SG","Jodie Meeks",3000,"Det@Tor 06:30PM ET",2.000,"Det"
"SG","James Anderson",3000,"Sac@Mem 08:00PM ET",5.050,"Sac"
"PF","J.J. Hickson",3000,"Den@Ind 07:00PM ET",15.438,"Den"
"C","DeJuan Blair",3000,"Was@Hou 08:00PM ET",6.000,"Was"
"PF","JaMychal Green",3000,"Sac@Mem 08:00PM ET",11.826,"Mem"
"SF","Luke Babbitt",3000,"Bkn@NO 07:00PM ET",7.852,"NO"
"PG","Seth Curry",3000,"Sac@Mem 08:00PM ET",6.598,"Sac"
"PF","Willie Reed",3000,"Bkn@NO 07:00PM ET",8.942,"Bkn"
"SG","Ian Clark",3000,"GS@Phi 05:00PM ET",8.219,"GS"
"C","Shayne Whittington",3000,"Den@Ind 07:00PM ET",4.167,"Ind"
"SF","Solomon Hill",3000,"Den@Ind 07:00PM ET",7.615,"Ind"
"SG","Sean Kilpatrick",3000,"Den@Ind 07:00PM ET",5.821,"Den"
"PF","Thomas Robinson",3000,"Bkn@NO 07:00PM ET",9.299,"Bkn"
"SG","Jared Cunningham",3000,"SA@Cle 08:30PM ET",5.326,"Cle"
"SF","Duje Dukan",3000,"Sac@Mem 08:00PM ET",0,"Sac"
"SG","Jarell Eddie",3000,"Was@Hou 08:00PM ET",6.659,"Was"
"PG","Kendall Marshall",3000,"GS@Phi 05:00PM ET",10.271,"Phi"
"SF","Reggie Bullock",3000,"Det@Tor 06:30PM ET",1.294,"Det"
"SG","Markel Brown",3000,"Bkn@NO 07:00PM ET",6.161,"Bkn"
"PF","Eric Moreland",3000,"Sac@Mem 08:00PM ET",3.900,"Sac"
"PG","Ray McCallum",3000,"SA@Cle 08:30PM ET",6.875,"SA"
"PF","Donatas Motiejunas",3000,"Was@Hou 08:00PM ET",10.250,"Hou"
"SG","Darrun Hilliard",3000,"Det@Tor 06:30PM ET",3.883,"Det"
"SG","James Ennis",3000,"Sac@Mem 08:00PM ET",3.375,"Mem"
"PG","Spencer Dinwiddie",3000,"Det@Tor 06:30PM ET",8.083,"Det"
"SF","K.J. McDaniels",3000,"Was@Hou 08:00PM ET",3.450,"Hou"
"PF","James Michael McAdoo",3000,"GS@Phi 05:00PM ET",5.200,"GS"
"PF","Rakeem Christmas",3000,"Den@Ind 07:00PM ET",0,"Ind"
"SF","Jakarr Sampson",3000,"GS@Phi 05:00PM ET",10.699,"Phi"
"SG","Norman Powell",3000,"Det@Tor 06:30PM ET",3.158,"Tor"
"C","Lucas Nogueira",3000,"Det@Tor 06:30PM ET",6.233,"Tor"
"SF","Sergey Karasev",3000,"Bkn@NO 07:00PM ET",2.659,"Bkn"
"SF","Sam Dekker",3000,"Was@Hou 08:00PM ET",1.083,"Hou"
"SG","Jordan Adams",3000,"Sac@Mem 08:00PM ET",9.500,"Mem"
"PF","Montrezl Harrell",3000,"Was@Hou 08:00PM ET",6.860,"Hou"
"SF","Glenn Robinson III",3000,"Den@Ind 07:00PM ET",7.758,"Ind"
"SF","Anthony Bennett",3000,"Det@Tor 06:30PM ET",3.577,"Tor"
"PG","Delon Wright",3000,"Det@Tor 06:30PM ET",1.727,"Tor"
"PF","Jarell Martin",3000,"Sac@Mem 08:00PM ET",1.000,"Mem"
"C","Joel Embiid",3000,"GS@Phi 05:00PM ET",0,"Phi"
"SF","Bruno Caboclo",3000,"Det@Tor 06:30PM ET",1.375,"Tor"
"PF","Kevon Looney",3000,"GS@Phi 05:00PM ET",4.500,"GS"
"PF","Chris McCullough",3000,"Bkn@NO 07:00PM ET",0,"Bkn"
