"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF","Danilo Gallinari",6900,"Det@Den 09:30PM ET",32.419,"Den"
"SF","Nicolas Batum",6900,"NY@Cha 07:00PM ET",33.770,"Cha"
"SG","Andrew Wiggins",6900,"Mem@Min 08:00PM ET",30.442,"Min"
"SF","Rudy Gay",6800,"Ind@Sac 10:30PM ET",31.881,"Sac"
"C","Al Horford",6800,"Atl@Pho 09:00PM ET",33.284,"Atl"
"PG","Kyrie Irving",6800,"Chi@Cle 08:30PM ET",26.933,"Cle"
"PG","Michael Carter-Williams",6800,"Mil@NO 07:00PM ET",29.763,"Mil"
"PG","Jrue Holiday",6500,"Mil@NO 07:00PM ET",26.639,"NO"
"PG","Ricky Rubio",6400,"Mem@Min 08:00PM ET",31.553,"Min"
"PG","Mike Conley",6300,"Mem@Min 08:00PM ET",30.671,"Mem"
"PF","Zach Randolph",6100,"Mem@Min 08:00PM ET",27.596,"Mem"
"SG","Lou Williams",6000,"LAL@Por 10:30PM ET",25.399,"LAL"
"SF","Omri Casspi",6000,"Ind@Sac 10:30PM ET",25.514,"Sac"
"PF","Kenneth Faried",5900,"Det@Den 09:30PM ET",27.993,"Den"
"PG","Derrick Rose",5800,"Chi@Cle 08:30PM ET",27.029,"Chi"
"SG","Will Barton",5800,"Det@Den 09:30PM ET",29.773,"Den"
"SG","Kentavious Caldwell-Pope",5800,"Det@Den 09:30PM ET",26.070,"Det"
"PG","Emmanuel Mudiay",5800,"Det@Den 09:30PM ET",25.517,"Den"
"C","Al Jefferson",5700,"NY@Cha 07:00PM ET",26.053,"Cha"
"PF","Ryan Anderson",5700,"Mil@NO 07:00PM ET",28.056,"NO"
"PG","Jordan Clarkson",5700,"LAL@Por 10:30PM ET",25.940,"LAL"
"SG","Kobe Bryant",5600,"LAL@Por 10:30PM ET",28.618,"LAL"
"PF","Ersan Ilyasova",5600,"Det@Den 09:30PM ET",22.884,"Det"
"PF","Taj Gibson",5600,"Chi@Cle 08:30PM ET",20.909,"Chi"
"PF","Julius Randle",5600,"LAL@Por 10:30PM ET",26.721,"LAL"
"SF","Wilson Chandler",5500,"Det@Den 09:30PM ET",0,"Den"
"PG","Mario Chalmers",5500,"Mem@Min 08:00PM ET",21.122,"Mem"
"PG","Jeff Teague",5500,"Atl@Pho 09:00PM ET",28.439,"Atl"
"C","Joakim Noah",5400,"Chi@Cle 08:30PM ET",23.353,"Chi"
"SF","Kent Bazemore",5400,"Atl@Pho 09:00PM ET",25.494,"Atl"
"SF","Marcus Morris",5400,"Det@Den 09:30PM ET",25.839,"Det"
"PF","Nikola Mirotic",5400,"Chi@Cle 08:30PM ET",23.091,"Chi"
"C","Robin Lopez",5300,"NY@Cha 07:00PM ET",21.170,"NY"
"PG","Jeremy Lin",5300,"NY@Cha 07:00PM ET",23.113,"Cha"
"SG","J.R. Smith",5200,"Chi@Cle 08:30PM ET",21.419,"Cle"
"SF","C.J. Miles",5200,"Ind@Sac 10:30PM ET",22.736,"Ind"
"C","Mason Plumlee",5200,"LAL@Por 10:30PM ET",25.761,"Por"
"SF","Matt Barnes",5100,"Mem@Min 08:00PM ET",21.902,"Mem"
"SG","Arron Afflalo",5100,"NY@Cha 07:00PM ET",22.722,"NY"
"PG","George Hill",5100,"Ind@Sac 10:30PM ET",25.972,"Ind"
"SF","Al-Farouq Aminu",5100,"LAL@Por 10:30PM ET",24.378,"Por"
"PF","Jabari Parker",5100,"Mil@NO 07:00PM ET",20.678,"Mil"
"SF","Tony Allen",5000,"Mem@Min 08:00PM ET",17.092,"Mem"
"SF","P.J. Tucker",5000,"Atl@Pho 09:00PM ET",18.545,"Pho"
"C","Ian Mahinmi",5000,"Ind@Sac 10:30PM ET",22.699,"Ind"
"PF","Cody Zeller",5000,"NY@Cha 07:00PM ET",20.425,"Cha"
"C","Frank Kaminsky",5000,"NY@Cha 07:00PM ET",17.006,"Cha"
"SG","Devin Booker",5000,"Atl@Pho 09:00PM ET",14.191,"Pho"
"PF","Marvin Williams",4900,"NY@Cha 07:00PM ET",23.571,"Cha"
"PF","Markieff Morris",4900,"Atl@Pho 09:00PM ET",20.402,"Pho"
"PF","Larry Nance Jr.",4900,"LAL@Por 10:30PM ET",15.331,"LAL"
"PG","Dennis Schroder",4900,"Atl@Pho 09:00PM ET",23.024,"Atl"
"PG","D'Angelo Russell",4900,"LAL@Por 10:30PM ET",24.083,"LAL"
"SF","Jeff Green",4800,"Mem@Min 08:00PM ET",20.926,"Mem"
"SG","Eric Gordon",4800,"Mil@NO 07:00PM ET",24.537,"NO"
"PF","Tristan Thompson",4800,"Chi@Cle 08:30PM ET",22.122,"Cle"
"PG","Darren Collison",4700,"Ind@Sac 10:30PM ET",23.541,"Sac"
"SF","Mirza Teletovic",4700,"Atl@Pho 09:00PM ET",17.145,"Pho"
"C","Nikola Jokic",4700,"Det@Den 09:30PM ET",20.073,"Den"
"PG","Jameer Nelson",4600,"Det@Den 09:30PM ET",20.931,"Den"
"PF","Darrell Arthur",4600,"Det@Den 09:30PM ET",17.219,"Den"
"PG","Norris Cole",4600,"Mil@NO 07:00PM ET",17.520,"NO"
"SG","Gary Harris",4600,"Det@Den 09:30PM ET",19.561,"Den"
"SG","Kyle Korver",4500,"Atl@Pho 09:00PM ET",19.613,"Atl"
"SF","Derrick Williams",4500,"NY@Cha 07:00PM ET",15.180,"NY"
"SG","Jeremy Lamb",4500,"NY@Cha 07:00PM ET",21.365,"Cha"
"PG","Zach LaVine",4500,"Mem@Min 08:00PM ET",21.398,"Min"
"PF","Jon Leuer",4400,"Atl@Pho 09:00PM ET",20.152,"Pho"
"C","Alex Len",4400,"Atl@Pho 09:00PM ET",17.098,"Pho"
"SF","T.J. Warren",4400,"Atl@Pho 09:00PM ET",18.802,"Pho"
"SF","Shabazz Muhammad",4400,"Mem@Min 08:00PM ET",14.506,"Min"
"C","Jusuf Nurkic",4400,"Det@Den 09:30PM ET",17.250,"Den"
"PF","Jordan Hill",4300,"Ind@Sac 10:30PM ET",21.382,"Ind"
"SG","Marco Belinelli",4300,"Ind@Sac 10:30PM ET",17.595,"Sac"
"PG","Jerryd Bayless",4300,"Mil@NO 07:00PM ET",22.702,"Mil"
"PF","Ed Davis",4300,"LAL@Por 10:30PM ET",20.068,"Por"
"C","Gorgui Dieng",4300,"Mem@Min 08:00PM ET",21.648,"Min"
"C","Willie Cauley-Stein",4300,"Ind@Sac 10:30PM ET",16.107,"Sac"
"C","Tyson Chandler",4200,"Atl@Pho 09:00PM ET",18.121,"Pho"
"SG","Courtney Lee",4200,"Mem@Min 08:00PM ET",18.190,"Mem"
"SG","Rodney Stuckey",4200,"Ind@Sac 10:30PM ET",19.386,"Ind"
"PG","Jose Calderon",4200,"NY@Cha 07:00PM ET",19.528,"NY"
"SG","O.J. Mayo",4200,"Mil@NO 07:00PM ET",19.431,"Mil"
"SG","Allen Crabbe",4200,"LAL@Por 10:30PM ET",18.506,"Por"
"PF","Brandon Bass",4100,"LAL@Por 10:30PM ET",15.514,"LAL"
"PF","John Henson",4100,"Mil@NO 07:00PM ET",17.096,"Mil"
"C","Myles Turner",4100,"Ind@Sac 10:30PM ET",14.638,"Ind"
"SF","Thabo Sefolosha",4000,"Atl@Pho 09:00PM ET",18.539,"Atl"
"PG","Matthew Dellavedova",4000,"Chi@Cle 08:30PM ET",20.356,"Cle"
"C","Meyers Leonard",4000,"LAL@Por 10:30PM ET",18.612,"Por"
"SF","Stanley Johnson",4000,"Det@Den 09:30PM ET",16.669,"Det"
"C","Roy Hibbert",3900,"LAL@Por 10:30PM ET",19.455,"LAL"
"SG","Iman Shumpert",3900,"Chi@Cle 08:30PM ET",16.013,"Cle"
"PF","Bobby Portis",3900,"Chi@Cle 08:30PM ET",14.536,"Chi"
"PG","Aaron Brooks",3800,"Chi@Cle 08:30PM ET",14.919,"Chi"
"SG","Langston Galloway",3800,"NY@Cha 07:00PM ET",17.420,"NY"
"SG","Ben McLemore",3800,"Ind@Sac 10:30PM ET",13.524,"Sac"
"SG","Archie Goodwin",3800,"Atl@Pho 09:00PM ET",11.292,"Pho"
"SF","Alonzo Gee",3700,"Mil@NO 07:00PM ET",11.006,"NO"
"SF","Lance Thomas",3700,"NY@Cha 07:00PM ET",13.703,"NY"
"C","Lavoy Allen",3700,"Ind@Sac 10:30PM ET",14.963,"Ind"
"PG","Brandon Jennings",3700,"Det@Den 09:30PM ET",15.167,"Det"
"PG","Kirk Hinrich",3600,"Chi@Cle 08:30PM ET",9.152,"Chi"
"C","Spencer Hawes",3600,"NY@Cha 07:00PM ET",14.111,"Cha"
"C","Kosta Koufos",3600,"Ind@Sac 10:30PM ET",17.927,"Sac"
"SG","Joe Young",3600,"Ind@Sac 10:30PM ET",6.985,"Ind"
"PG","Mo Williams",3500,"Chi@Cle 08:30PM ET",19.788,"Cle"
"PG","Greivis Vasquez",3500,"Mil@NO 07:00PM ET",17.047,"Mil"
"SF","Tony Snell",3500,"Chi@Cle 08:30PM ET",12.987,"Chi"
"C","Timofey Mozgov",3500,"Chi@Cle 08:30PM ET",14.092,"Cle"
"PF","Mike Scott",3400,"Atl@Pho 09:00PM ET",12.007,"Atl"
"C","Alexis Ajinca",3400,"Mil@NO 07:00PM ET",12.227,"NO"
"C","Omer Asik",3400,"Mil@NO 07:00PM ET",11.607,"NO"
"SG","Kevin Martin",3300,"Mem@Min 08:00PM ET",16.654,"Min"
"PG","Randy Foye",3300,"Det@Den 09:30PM ET",13.087,"Den"
"SF","Dante Cunningham",3300,"Mil@NO 07:00PM ET",11.024,"NO"
"SF","P.J. Hairston",3300,"NY@Cha 07:00PM ET",11.865,"Cha"
"PG","Ronnie Price",3200,"Atl@Pho 09:00PM ET",10.706,"Pho"
"SG","Nick Young",3200,"LAL@Por 10:30PM ET",12.279,"LAL"
"PF","Quincy Acy",3200,"Ind@Sac 10:30PM ET",8.727,"Sac"
"PF","Nemanja Bjelica",3200,"Mem@Min 08:00PM ET",12.928,"Min"
"SF","Doug McDermott",3200,"Chi@Cle 08:30PM ET",12.638,"Chi"
"C","Joffrey Lauvergne",3200,"Det@Den 09:30PM ET",18.250,"Den"
"PF","Anthony Tolliver",3100,"Det@Den 09:30PM ET",12.607,"Det"
"C","Aron Baynes",3100,"Det@Den 09:30PM ET",12.685,"Det"
"SF","Chase Budinger",3100,"Ind@Sac 10:30PM ET",10.750,"Ind"
"SG","Gerald Henderson",3100,"LAL@Por 10:30PM ET",11.694,"Por"
"C","Tiago Splitter",3100,"Atl@Pho 09:00PM ET",12.379,"Atl"
"SG","E'Twaun Moore",3100,"Chi@Cle 08:30PM ET",9.750,"Chi"
"SF","Ryan Kelly",3100,"LAL@Por 10:30PM ET",12.583,"LAL"
"SG","Tim Hardaway Jr.",3100,"Atl@Pho 09:00PM ET",8.423,"Atl"
"SF","Anthony Brown",3100,"LAL@Por 10:30PM ET",8.171,"LAL"
"PG","Jerian Grant",3100,"NY@Cha 07:00PM ET",11.067,"NY"
"SF","Glenn Robinson III",3100,"Ind@Sac 10:30PM ET",7.981,"Ind"
"PF","Kevin Garnett",3000,"Mem@Min 08:00PM ET",12.662,"Min"
"SG","Vince Carter",3000,"Mem@Min 08:00PM ET",8.163,"Mem"
"PG","Andre Miller",3000,"Mem@Min 08:00PM ET",8.638,"Min"
"SF","Metta World Peace",3000,"LAL@Por 10:30PM ET",11.842,"LAL"
"SG","Mike Miller",3000,"Det@Den 09:30PM ET",5.460,"Den"
"SF","Richard Jefferson",3000,"Chi@Cle 08:30PM ET",10.500,"Cle"
"PG","Steve Blake",3000,"Det@Den 09:30PM ET",11.716,"Det"
"SG","James Jones",3000,"Chi@Cle 08:30PM ET",6.583,"Cle"
"C","Chris Kaman",3000,"LAL@Por 10:30PM ET",5.208,"Por"
"PF","Louis Amundson",3000,"NY@Cha 07:00PM ET",6.203,"NY"
"SF","Caron Butler",3000,"Ind@Sac 10:30PM ET",5.175,"Sac"
"SF","Tayshaun Prince",3000,"Mem@Min 08:00PM ET",8.205,"Min"
"SF","Mike Dunleavy",3000,"Chi@Cle 08:30PM ET",0,"Chi"
"PF","Chris Copeland",3000,"Mil@NO 07:00PM ET",3.738,"Mil"
"C","Ryan Hollins",3000,"Mem@Min 08:00PM ET",6.150,"Mem"
"C","Kendrick Perkins",3000,"Mil@NO 07:00PM ET",6.583,"NO"
"SG","Sasha Vujacic",3000,"NY@Cha 07:00PM ET",7.704,"NY"
"C","Anderson Varejao",3000,"Chi@Cle 08:30PM ET",7.154,"Cle"
"PG","Toney Douglas",3000,"Mil@NO 07:00PM ET",11.810,"NO"
"C","Sasha Kaun",3000,"Chi@Cle 08:30PM ET",3.167,"Cle"
"PG","Brian Roberts",3000,"NY@Cha 07:00PM ET",6.807,"Cha"
"PF","Joel Anthony",3000,"Det@Den 09:30PM ET",3.292,"Det"
"PF","Tyler Hansbrough",3000,"NY@Cha 07:00PM ET",5.659,"Cha"
"PF","Brandan Wright",3000,"Mem@Min 08:00PM ET",14.571,"Mem"
"SF","Quincy Pondexter",3000,"Mil@NO 07:00PM ET",0,"NO"
"SG","Jodie Meeks",3000,"Det@Den 09:30PM ET",2.000,"Det"
"SG","Sonny Weems",3000,"Atl@Pho 09:00PM ET",5.784,"Pho"
"SG","Justin Holiday",3000,"Atl@Pho 09:00PM ET",5.700,"Atl"
"SG","James Anderson",3000,"Ind@Sac 10:30PM ET",4.512,"Sac"
"PF","J.J. Hickson",3000,"Det@Den 09:30PM ET",16.250,"Den"
"C","Robert Sacre",3000,"LAL@Por 10:30PM ET",8.679,"LAL"
"C","Nikola Pekovic",3000,"Mem@Min 08:00PM ET",9.571,"Min"
"PF","JaMychal Green",3000,"Mem@Min 08:00PM ET",12.142,"Mem"
"SF","Luke Babbitt",3000,"Mil@NO 07:00PM ET",8.575,"NO"
"PG","Seth Curry",3000,"Ind@Sac 10:30PM ET",6.432,"Sac"
"C","Miles Plumlee",3000,"Mil@NO 07:00PM ET",6.220,"Mil"
"PG","Shelvin Mack",3000,"Atl@Pho 09:00PM ET",8.605,"Atl"
"PF","Kyle O'Quinn",3000,"NY@Cha 07:00PM ET",12.943,"NY"
"PG","Lorenzo Brown",3000,"Atl@Pho 09:00PM ET",7.450,"Pho"
"SG","Lamar Patterson",3000,"Atl@Pho 09:00PM ET",7.147,"Atl"
"C","Shayne Whittington",3000,"Ind@Sac 10:30PM ET",3.625,"Ind"
"SF","Solomon Hill",3000,"Ind@Sac 10:30PM ET",7.432,"Ind"
"SG","Sean Kilpatrick",3000,"Det@Den 09:30PM ET",3.875,"Den"
"PF","Cory Jefferson",3000,"Atl@Pho 09:00PM ET",7.350,"Pho"
"SG","Jared Cunningham",3000,"Chi@Cle 08:30PM ET",5.640,"Cle"
"PG","Troy Daniels",3000,"NY@Cha 07:00PM ET",6.425,"Cha"
"PG","Tim Frazier",3000,"LAL@Por 10:30PM ET",5.543,"Por"
"C","Mike Muscala",3000,"Atl@Pho 09:00PM ET",8.395,"Atl"
"SG","Bryce Dejean-Jones",3000,"Mil@NO 07:00PM ET",0.000,"NO"
"PF","Kevin Seraphin",3000,"NY@Cha 07:00PM ET",9.769,"NY"
"PF","Cameron Bairstow",3000,"Chi@Cle 08:30PM ET",2.944,"Chi"
"C","Tarik Black",3000,"LAL@Por 10:30PM ET",10.521,"LAL"
"SF","Duje Dukan",3000,"Ind@Sac 10:30PM ET",0,"Sac"
"SF","Reggie Bullock",3000,"Det@Den 09:30PM ET",1.294,"Det"
"PF","Eric Moreland",3000,"Ind@Sac 10:30PM ET",3.900,"Sac"
"PF","Adreian Payne",3000,"Mem@Min 08:00PM ET",6.925,"Min"
"PG","Marcelo Huertas",3000,"LAL@Por 10:30PM ET",8.890,"LAL"
"SF","Pat Connaughton",3000,"LAL@Por 10:30PM ET",1.632,"Por"
"SG","Darrun Hilliard",3000,"Det@Den 09:30PM ET",4.038,"Det"
"SG","James Ennis",3000,"Mem@Min 08:00PM ET",3.375,"Mem"
"PG","Spencer Dinwiddie",3000,"Det@Den 09:30PM ET",8.083,"Det"
"SF","Michael Kidd-Gilchrist",3000,"NY@Cha 07:00PM ET",0,"Cha"
"PF","Johnny O'Bryant",3000,"Mil@NO 07:00PM ET",9.069,"Mil"
"PF","Rakeem Christmas",3000,"Ind@Sac 10:30PM ET",0,"Ind"
"SF","Maurice Harkless",3000,"LAL@Por 10:30PM ET",11.878,"Por"
"SG","Jordan Adams",3000,"Mem@Min 08:00PM ET",9.500,"Mem"
"SF","Cleanthony Early",3000,"NY@Cha 07:00PM ET",1.500,"NY"
"PF","Jarell Martin",3000,"Mem@Min 08:00PM ET",1.000,"Mem"
"PG","Tyler Ennis",3000,"Mil@NO 07:00PM ET",5.895,"Mil"
"PF","Noah Vonleh",3000,"LAL@Por 10:30PM ET",10.206,"Por"
"PG","Aaron Harrison",3000,"NY@Cha 07:00PM ET",2.333,"Cha"
"SF","Damien Inglis",3000,"Mil@NO 07:00PM ET",3.094,"Mil"
"C","Walter Tavares",3000,"Atl@Pho 09:00PM ET",7.036,"Atl"
"SF","Damjan Rudez",3000,"Mem@Min 08:00PM ET",3.603,"Min"
"C","Cristiano Felicio",3000,"Chi@Cle 08:30PM ET",1.583,"Chi"
"PG","Tyus Jones",3000,"Mem@Min 08:00PM ET",8.194,"Min"
"PF","Cliff Alexander",3000,"LAL@Por 10:30PM ET",3.286,"Por"
"SG","Rashad Vaughn",3000,"Mil@NO 07:00PM ET",5.486,"Mil"
"SF","Luis Montero",3000,"LAL@Por 10:30PM ET",2.357,"Por"
