PG,SG,SF,PF,C,G,F,UTIL,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PF,Thomas Robinson (6126351),Thomas Robinson,6126351,3000,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SG,Jared Cunningham (6126250),Jared Cunningham,6126250,3000,Cle@Ind 07:00PM ET,Cle,
,,,,,,,,,C,Mike Muscala (6126426),Mike Muscala,6126426,3000,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,C,Tibor Pleiss (6126413),Tibor Pleiss,6126413,3000,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,PF,Cameron Bairstow (6126367),Cameron Bairstow,6126367,3000,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,SF,Duje Dukan (6126300),Duje Dukan,6126300,3000,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,SG,Jarell Eddie (6126277),Jarell Eddie,6126277,3000,Was@OKC 08:00PM ET,Was,
,,,,,,,,,SF,Josh Huestis (6126330),Josh Huestis,6126330,3000,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,SF,Reggie Bullock (6126294),Reggie Bullock,6126294,3000,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,SG,Markel Brown (6126234),Markel Brown,6126234,3000,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,PF,Eric Moreland (6126357),Eric Moreland,6126357,3000,Mil@Sac 10:00PM ET,Sac,
,,,,,,,,,SF,Devyn Marble (6126289),Devyn Marble,6126289,3000,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,PG,Keith Appling (6126174),Keith Appling,6126174,3000,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,PG,Ray McCallum (6126175),Ray McCallum,6126175,3000,Orl@SA 08:30PM ET,SA,
,,,,,,,,,SG,Darrun Hilliard (6126236),Darrun Hilliard,6126236,3000,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,SG,James Ennis (6126224),James Ennis,6126224,3000,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,PG,Spencer Dinwiddie (6126182),Spencer Dinwiddie,6126182,3000,Det@Bkn 07:30PM ET,Det,
,,,,,,,,,PF,Johnny O'Bryant (6126358),Johnny O'Bryant,6126358,3000,Mil@Sac 10:00PM ET,Mil,
,,,,,,,,,C,Dewayne Dedmon (6126394),Dewayne Dedmon,6126394,3000,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,PF,Rakeem Christmas (6126363),Rakeem Christmas,6126363,3000,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,SG,Norman Powell (6126262),Norman Powell,6126262,3000,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,C,Lucas Nogueira (6126418),Lucas Nogueira,6126418,3000,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,SF,Sergey Karasev (6126295),Sergey Karasev,6126295,3000,Det@Bkn 07:30PM ET,Bkn,
,,,,,,,,,SG,Jordan Adams (6126225),Jordan Adams,6126225,3000,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,SF,Justin Anderson (6126325),Justin Anderson,6126325,3000,Dal@Atl 08:00PM ET,Dal,
,,,,,,,,,SF,Glenn Robinson III (6126309),Glenn Robinson III,6126309,3000,Cle@Ind 07:00PM ET,Ind,
,,,,,,,,,PF,Mitch McGary (6126385),Mitch McGary,6126385,3000,Was@OKC 08:00PM ET,OKC,
,,,,,,,,,SF,Anthony Bennett (6126319),Anthony Bennett,6126319,3000,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,PG,Delon Wright (6126206),Delon Wright,6126206,3000,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,PF,Jarell Martin (6126338),Jarell Martin,6126338,3000,Mem@NO 08:00PM ET,Mem,
,,,,,,,,,PG,Tyler Ennis (6126190),Tyler Ennis,6126190,3000,Mil@Sac 10:00PM ET,Mil,
,,,,,,,,,PG,Danté Exum (6126201),Danté Exum,6126201,3000,Chi@Uta 09:00PM ET,Uta,
,,,,,,,,,SF,Bruno Caboclo (6126320),Bruno Caboclo,6126320,3000,Tor@Den 09:00PM ET,Tor,
,,,,,,,,,SF,Damien Inglis (6126302),Damien Inglis,6126302,3000,Mil@Sac 10:00PM ET,Mil,
,,,,,,,,,C,Walter Tavares (6126428),Walter Tavares,6126428,3000,Dal@Atl 08:00PM ET,Atl,
,,,,,,,,,C,Cristiano Felicio (6126415),Cristiano Felicio,6126415,3000,Chi@Uta 09:00PM ET,Chi,
,,,,,,,,,SG,Mario Hezonja (6126231),Mario Hezonja,6126231,3000,Orl@SA 08:30PM ET,Orl,
,,,,,,,,,SG,Rashad Vaughn (6126244),Rashad Vaughn,6126244,3000,Mil@Sac 10:00PM ET,Mil,
,,,,,,,,,PF,Chris McCullough (6126352),Chris McCullough,6126352,3000,Det@Bkn 07:30PM ET,Bkn,
